reference,transfer_to_source,status,payment_method_code,updated_at
emn1-512y,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:24:57
eos7-t3dg,False,canceled,yemekpay_creditcard,2024-05-05 13:25:02
ujg9-m7ha,False,canceled,yemekpay_creditcard,2024-05-05 13:25:06
rz5h-9jid,False,canceled,yemekpay_creditcard,2024-05-05 13:25:08
v5hv-4pcy,False,canceled,yemekpay_creditcard,2024-05-05 13:25:15
yvli-o9tz,False,canceled,yemekpay_creditcard,2024-05-05 13:25:24
idq0-ebl4,False,canceled,yemekpay_creditcard,2024-05-05 13:25:26
u4kv-qh4z,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:25:27
lfx5-d5af,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:25:27
au4l-3caz,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:25:27
tzvn-uday,False,canceled,yemekpay_creditcard,2024-05-05 13:25:28
x2l1-nf6x,False,canceled,yemekpay_creditcard,2024-05-05 13:25:36
o9ln-3l0n,False,canceled,yemekpay_creditcard,2024-05-05 13:25:37
hzb3-dtcn,False,canceled,yemekpay_creditcard,2024-05-05 13:25:41
wggo-8t5i,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:25:57
majr-ec8o,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:25:57
baw6-l24v,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:25:57
glw8-gh23,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:25:57
qv3w-oynx,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:25:57
vm69-ae5u,False,canceled,cash,2024-05-05 13:26:09
c0gk-kklv,False,canceled,yemekpay_creditcard,2024-05-05 13:26:14
ymwb-i8rh,False,canceled,yemekpay_creditcard,2024-05-05 13:26:25
kkx7-41a4,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:26:27
ou80-wu15,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:26:27
l2bq-3ebm,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:26:27
fnyg-hegn,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:26:27
mud5-y62n,False,canceled,yemekpay_creditcard,2024-05-05 13:26:35
vx3d-7dsz,False,canceled,yemekpay_creditcard,2024-05-05 13:26:37
sc8b-k69f,False,canceled,yemekpay_creditcard,2024-05-05 13:26:40
jwi5-rduy,False,canceled,yemekpay_creditcard,2024-05-05 13:26:54
kkx7-3snx,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:26:57
mwh8-t6zs,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:26:57
gqfa-iowt,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:26:57
t3h6-9fg6,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:26:57
mrr4-lh8c,False,canceled,yemekpay_creditcard,2024-05-05 13:27:01
jwnh-u3qf,False,canceled,yemekpay_creditcard,2024-05-05 13:27:02
jrnh-ac5m,False,canceled,yemekpay_creditcard,2024-05-05 13:27:10
uu8i-k9nv,False,canceled,yemekpay_creditcard,2024-05-05 13:27:14
a9u3-f7v8,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:27:27
ykon-6638,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:27:27
pvtg-vi8f,False,partially_refunded_to_source,craftgate_edenred,2024-05-05 13:27:27
e5su-mcwf,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:27:27
tuty-hdwq,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:27:27
gq8j-fn4d,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:27:27
t57h-ktbn,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:27:27
gvam-ej79,False,canceled,yemekpay_creditcard,2024-05-05 13:27:31
ydzp-vvju,False,canceled,yemekpay_creditcard,2024-05-05 13:27:35
utxt-0mk1,False,canceled,yemekpay_creditcard,2024-05-05 13:27:41
jpqo-7rx4,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:27:57
t93d-0u2q,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:27:57
uol1-sl1j,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:27:57
qsyn-qm3f,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:27:57
tuty-ik20,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:27:57
r5k5-jk0d,False,canceled,yemekpay_creditcard,2024-05-05 13:28:04
l1za-9v67,False,canceled,yemekpay_creditcard,2024-05-05 13:28:09
fce9-3fd5,False,canceled,yemekpay_creditcard,2024-05-05 13:28:15
ocam-q8y3,False,canceled,yemekpay_creditcard,2024-05-05 13:28:23
tnrv-xrql,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:28:27
cho8-dsta,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:28:27
p8l7-x7hv,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:28:27
kls1-n3hn,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:28:27
m0xm-2phy,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:28:27
ou91-q9wl,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:28:57
t93d-7llr,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:28:57
ybql-rb1g,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:28:57
aris-fvuf,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:28:57
wbj9-jb6s,False,canceled,yemekpay_creditcard,2024-05-05 13:29:03
tigb-yaej,False,canceled,yemekpay_creditcard,2024-05-05 13:29:07
ya1j-ih0x,False,canceled,yemekpay_creditcard,2024-05-05 13:29:16
ewmb-6uru,False,canceled,yemekpay_creditcard,2024-05-05 13:29:17
ttda-9bfv,False,canceled,yemekpay_creditcard,2024-05-05 13:29:19
lkh2-pnsy,False,canceled,yemekpay_creditcard,2024-05-05 13:29:20
i1ke-ng8a,False,canceled,yemekpay_creditcard,2024-05-05 13:29:21
opjf-oy3m,False,canceled,yemekpay_creditcard,2024-05-05 13:29:24
fkmh-5cb8,False,canceled,yemekpay_creditcard,2024-05-05 13:29:25
wwns-mltq,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:29:27
u5p2-vy1h,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:29:27
tpi8-m8a8,False,canceled,yemekpay_creditcard,2024-05-05 13:29:28
ybkn-sypo,False,canceled,yemekpay_creditcard,2024-05-05 13:29:38
rj71-b4fo,False,canceled,yemekpay_creditcard,2024-05-05 13:29:38
